20250621_184732,a1bc8825008f,spark-worker-2,0.08%,307.4MiB / 10GiB,3.00%,748kB / 479kB,0B / 0B,36
20250621_184732,7565f13518b7,spark-worker-1,0.08%,306MiB / 10GiB,2.99%,712kB / 376kB,0B / 0B,36
20250621_184732,a255b20ab36b,spark-worker-3,0.09%,297.7MiB / 10GiB,2.91%,874kB / 838kB,0B / 0B,36
20250621_184732,b876057eb262,spark-master,0.08%,380.9MiB / 4GiB,9.30%,1.85MB / 2.86MB,0B / 0B,38
20250621_184739,89b8dcbf9be3,spark-worker-4,0.08%,276.5MiB / 10GiB,2.70%,766kB / 583kB,0B / 0B,36
20250621_184739,e89cbf4842ec,spark-worker-5,0.10%,302.5MiB / 10GiB,2.95%,664kB / 469kB,0B / 0B,36
20250621_184739,a1bc8825008f,spark-worker-2,0.08%,307.4MiB / 10GiB,3.00%,748kB / 480kB,0B / 0B,36
20250621_184739,7565f13518b7,spark-worker-1,0.09%,305.8MiB / 10GiB,2.99%,712kB / 377kB,0B / 0B,36
20250621_184739,a255b20ab36b,spark-worker-3,0.08%,297.6MiB / 10GiB,2.91%,874kB / 840kB,0B / 0B,36
20250621_184739,b876057eb262,spark-master,0.08%,380.9MiB / 4GiB,9.30%,1.86MB / 2.86MB,0B / 0B,38
20250621_184747,89b8dcbf9be3,spark-worker-4,0.12%,276.5MiB / 10GiB,2.70%,766kB / 583kB,0B / 0B,36
20250621_184747,e89cbf4842ec,spark-worker-5,0.13%,302.5MiB / 10GiB,2.95%,664kB / 469kB,0B / 0B,36
20250621_184747,a1bc8825008f,spark-worker-2,0.10%,307.4MiB / 10GiB,3.00%,748kB / 480kB,0B / 0B,36
20250621_184747,7565f13518b7,spark-worker-1,0.10%,305.8MiB / 10GiB,2.99%,712kB / 377kB,0B / 0B,36
20250621_184747,a255b20ab36b,spark-worker-3,0.13%,297.6MiB / 10GiB,2.91%,874kB / 840kB,0B / 0B,36
20250621_184747,b876057eb262,spark-master,0.13%,380.9MiB / 4GiB,9.30%,1.86MB / 2.86MB,0B / 0B,38
20250621_184754,89b8dcbf9be3,spark-worker-4,0.08%,276.5MiB / 10GiB,2.70%,766kB / 585kB,0B / 0B,36
20250621_184754,e89cbf4842ec,spark-worker-5,0.09%,302.5MiB / 10GiB,2.95%,664kB / 470kB,0B / 0B,36
20250621_184754,a1bc8825008f,spark-worker-2,0.09%,307.4MiB / 10GiB,3.00%,748kB / 482kB,0B / 0B,36
20250621_184754,7565f13518b7,spark-worker-1,0.07%,305.8MiB / 10GiB,2.99%,712kB / 378kB,0B / 0B,36
20250621_184754,a255b20ab36b,spark-worker-3,0.08%,297.6MiB / 10GiB,2.91%,874kB / 841kB,0B / 0B,36
20250621_184754,b876057eb262,spark-master,0.08%,380.9MiB / 4GiB,9.30%,1.87MB / 2.86MB,0B / 0B,38
20250621_184802,89b8dcbf9be3,spark-worker-4,0.06%,276.5MiB / 10GiB,2.70%,766kB / 585kB,0B / 0B,36
20250621_184802,e89cbf4842ec,spark-worker-5,0.11%,302.5MiB / 10GiB,2.95%,664kB / 470kB,0B / 0B,36
20250621_184802,a1bc8825008f,spark-worker-2,0.07%,307.4MiB / 10GiB,3.00%,748kB / 482kB,0B / 0B,36
20250621_184802,7565f13518b7,spark-worker-1,0.10%,305.8MiB / 10GiB,2.99%,712kB / 378kB,0B / 0B,36
20250621_184802,a255b20ab36b,spark-worker-3,0.11%,297.6MiB / 10GiB,2.91%,874kB / 841kB,0B / 0B,36
20250621_184802,b876057eb262,spark-master,0.11%,380.9MiB / 4GiB,9.30%,1.87MB / 2.86MB,0B / 0B,38
20250621_184809,89b8dcbf9be3,spark-worker-4,0.11%,276.5MiB / 10GiB,2.70%,766kB / 586kB,0B / 0B,36
20250621_184809,e89cbf4842ec,spark-worker-5,0.11%,302.5MiB / 10GiB,2.95%,664kB / 471kB,0B / 0B,36
20250621_184809,a1bc8825008f,spark-worker-2,0.11%,307.4MiB / 10GiB,3.00%,748kB / 483kB,0B / 0B,36
20250621_184809,7565f13518b7,spark-worker-1,0.11%,305.8MiB / 10GiB,2.99%,712kB / 380kB,0B / 0B,36
20250621_184809,a255b20ab36b,spark-worker-3,0.11%,297.6MiB / 10GiB,2.91%,874kB / 842kB,0B / 0B,36
20250621_184809,b876057eb262,spark-master,0.11%,380.9MiB / 4GiB,9.30%,1.87MB / 2.86MB,0B / 0B,38
20250621_184817,89b8dcbf9be3,spark-worker-4,0.07%,276.5MiB / 10GiB,2.70%,766kB / 586kB,0B / 0B,36
20250621_184817,e89cbf4842ec,spark-worker-5,0.09%,302.5MiB / 10GiB,2.95%,664kB / 471kB,0B / 0B,36
20250621_184817,a1bc8825008f,spark-worker-2,0.08%,307.4MiB / 10GiB,3.00%,748kB / 483kB,0B / 0B,36
20250621_184817,7565f13518b7,spark-worker-1,0.07%,305.8MiB / 10GiB,2.99%,712kB / 380kB,0B / 0B,36
20250621_184817,a255b20ab36b,spark-worker-3,0.08%,297.6MiB / 10GiB,2.91%,875kB / 842kB,0B / 0B,36
20250621_184817,b876057eb262,spark-master,0.14%,380.9MiB / 4GiB,9.30%,1.87MB / 2.86MB,0B / 0B,38
20250621_184824,89b8dcbf9be3,spark-worker-4,0.11%,276.5MiB / 10GiB,2.70%,766kB / 587kB,0B / 0B,36
20250621_184824,e89cbf4842ec,spark-worker-5,0.11%,302.3MiB / 10GiB,2.95%,664kB / 473kB,0B / 0B,36
20250621_184824,a1bc8825008f,spark-worker-2,0.11%,307.4MiB / 10GiB,3.00%,748kB / 484kB,0B / 0B,36
20250621_184824,7565f13518b7,spark-worker-1,0.12%,305.8MiB / 10GiB,2.99%,712kB / 381kB,0B / 0B,36
20250621_184824,a255b20ab36b,spark-worker-3,0.12%,297.7MiB / 10GiB,2.91%,875kB / 844kB,0B / 0B,36
20250621_184824,b876057eb262,spark-master,0.10%,380.9MiB / 4GiB,9.30%,1.88MB / 2.86MB,0B / 0B,38
20250621_184832,89b8dcbf9be3,spark-worker-4,0.14%,276.5MiB / 10GiB,2.70%,766kB / 587kB,0B / 0B,36
20250621_184832,e89cbf4842ec,spark-worker-5,0.11%,302.3MiB / 10GiB,2.95%,664kB / 473kB,0B / 0B,36
20250621_184832,a1bc8825008f,spark-worker-2,0.15%,307.4MiB / 10GiB,3.00%,748kB / 484kB,0B / 0B,36
20250621_184832,7565f13518b7,spark-worker-1,0.14%,305.8MiB / 10GiB,2.99%,712kB / 381kB,0B / 0B,36
20250621_184832,a255b20ab36b,spark-worker-3,0.15%,297.7MiB / 10GiB,2.91%,875kB / 844kB,0B / 0B,36
20250621_184832,b876057eb262,spark-master,0.09%,380.9MiB / 4GiB,9.30%,1.88MB / 2.86MB,0B / 0B,38
20250621_184839,89b8dcbf9be3,spark-worker-4,0.07%,276.5MiB / 10GiB,2.70%,766kB / 588kB,0B / 0B,36
20250621_184839,e89cbf4842ec,spark-worker-5,0.07%,302.3MiB / 10GiB,2.95%,664kB / 474kB,0B / 0B,36
20250621_184839,a1bc8825008f,spark-worker-2,0.08%,307.4MiB / 10GiB,3.00%,748kB / 486kB,0B / 0B,36
20250621_184839,7565f13518b7,spark-worker-1,0.08%,305.8MiB / 10GiB,2.99%,712kB / 382kB,0B / 0B,36
20250621_184839,a255b20ab36b,spark-worker-3,0.08%,297.7MiB / 10GiB,2.91%,875kB / 845kB,0B / 0B,36
20250621_184839,b876057eb262,spark-master,0.07%,380.9MiB / 4GiB,9.30%,1.88MB / 2.86MB,0B / 0B,38
20250621_184847,89b8dcbf9be3,spark-worker-4,0.12%,276.5MiB / 10GiB,2.70%,766kB / 588kB,0B / 0B,36
20250621_184847,e89cbf4842ec,spark-worker-5,0.06%,302.3MiB / 10GiB,2.95%,664kB / 474kB,0B / 0B,36
20250621_184847,a1bc8825008f,spark-worker-2,0.12%,307.4MiB / 10GiB,3.00%,748kB / 486kB,0B / 0B,36
20250621_184847,7565f13518b7,spark-worker-1,0.12%,305.8MiB / 10GiB,2.99%,712kB / 382kB,0B / 0B,36
20250621_184847,a255b20ab36b,spark-worker-3,0.12%,297.7MiB / 10GiB,2.91%,875kB / 845kB,0B / 0B,36
20250621_184847,b876057eb262,spark-master,0.12%,380.9MiB / 4GiB,9.30%,1.88MB / 2.86MB,0B / 0B,38
20250621_184854,89b8dcbf9be3,spark-worker-4,0.11%,276.5MiB / 10GiB,2.70%,766kB / 590kB,0B / 0B,36
20250621_184854,e89cbf4842ec,spark-worker-5,0.10%,302.3MiB / 10GiB,2.95%,664kB / 475kB,0B / 0B,36
20250621_184854,a1bc8825008f,spark-worker-2,0.10%,307.4MiB / 10GiB,3.00%,748kB / 487kB,0B / 0B,36
20250621_184854,7565f13518b7,spark-worker-1,0.11%,305.8MiB / 10GiB,2.99%,712kB / 384kB,0B / 0B,36
20250621_184854,a255b20ab36b,spark-worker-3,0.11%,297.7MiB / 10GiB,2.91%,875kB / 846kB,0B / 0B,36
20250621_184854,b876057eb262,spark-master,0.09%,380.9MiB / 4GiB,9.30%,1.89MB / 2.86MB,0B / 0B,38
20250621_184902,89b8dcbf9be3,spark-worker-4,0.07%,276.5MiB / 10GiB,2.70%,766kB / 590kB,0B / 0B,36
20250621_184902,e89cbf4842ec,spark-worker-5,0.07%,302.3MiB / 10GiB,2.95%,664kB / 475kB,0B / 0B,36
20250621_184902,a1bc8825008f,spark-worker-2,0.06%,307.4MiB / 10GiB,3.00%,748kB / 487kB,0B / 0B,36
20250621_184902,7565f13518b7,spark-worker-1,0.09%,305.8MiB / 10GiB,2.99%,712kB / 384kB,0B / 0B,36
20250621_184902,a255b20ab36b,spark-worker-3,0.06%,297.7MiB / 10GiB,2.91%,875kB / 846kB,0B / 0B,36
20250621_184902,b876057eb262,spark-master,0.09%,380.9MiB / 4GiB,9.30%,1.89MB / 2.86MB,0B / 0B,38
20250621_184909,89b8dcbf9be3,spark-worker-4,0.06%,276.5MiB / 10GiB,2.70%,767kB / 591kB,0B / 0B,36
20250621_184909,e89cbf4842ec,spark-worker-5,0.07%,302.3MiB / 10GiB,2.95%,664kB / 476kB,0B / 0B,36
20250621_184909,a1bc8825008f,spark-worker-2,0.06%,307.4MiB / 10GiB,3.00%,748kB / 488kB,0B / 0B,36
20250621_184909,7565f13518b7,spark-worker-1,0.07%,305.8MiB / 10GiB,2.99%,713kB / 385kB,0B / 0B,36
20250621_184909,a255b20ab36b,spark-worker-3,0.07%,297.7MiB / 10GiB,2.91%,875kB / 847kB,0B / 0B,36
20250621_184909,b876057eb262,spark-master,0.06%,380.9MiB / 4GiB,9.30%,1.9MB / 2.86MB,0B / 0B,38
20250621_184917,89b8dcbf9be3,spark-worker-4,0.09%,276.5MiB / 10GiB,2.70%,767kB / 591kB,0B / 0B,36
20250621_184917,e89cbf4842ec,spark-worker-5,0.09%,302.3MiB / 10GiB,2.95%,664kB / 476kB,0B / 0B,36
20250621_184917,a1bc8825008f,spark-worker-2,0.08%,307.4MiB / 10GiB,3.00%,748kB / 488kB,0B / 0B,36
20250621_184917,7565f13518b7,spark-worker-1,0.08%,305.8MiB / 10GiB,2.99%,713kB / 385kB,0B / 0B,36
20250621_184917,a255b20ab36b,spark-worker-3,0.09%,297.7MiB / 10GiB,2.91%,875kB / 848kB,0B / 0B,36
20250621_184917,b876057eb262,spark-master,0.08%,380.9MiB / 4GiB,9.30%,1.9MB / 2.86MB,0B / 0B,38
20250621_184924,89b8dcbf9be3,spark-worker-4,0.06%,276.5MiB / 10GiB,2.70%,767kB / 592kB,0B / 0B,36
20250621_184924,e89cbf4842ec,spark-worker-5,0.06%,302.3MiB / 10GiB,2.95%,664kB / 478kB,0B / 0B,36
20250621_184924,a1bc8825008f,spark-worker-2,0.06%,307.4MiB / 10GiB,3.00%,749kB / 489kB,0B / 0B,36
20250621_184924,7565f13518b7,spark-worker-1,0.06%,306MiB / 10GiB,2.99%,713kB / 386kB,0B / 0B,36
20250621_184924,a255b20ab36b,spark-worker-3,0.06%,297.7MiB / 10GiB,2.91%,875kB / 849kB,0B / 0B,36
20250621_184924,b876057eb262,spark-master,0.06%,380.9MiB / 4GiB,9.30%,1.9MB / 2.86MB,0B / 0B,38
20250621_184932,89b8dcbf9be3,spark-worker-4,0.09%,276.5MiB / 10GiB,2.70%,767kB / 592kB,0B / 0B,36
20250621_184932,e89cbf4842ec,spark-worker-5,0.12%,302.3MiB / 10GiB,2.95%,664kB / 478kB,0B / 0B,36
20250621_184932,a1bc8825008f,spark-worker-2,0.13%,307.4MiB / 10GiB,3.00%,749kB / 489kB,0B / 0B,36
20250621_184932,7565f13518b7,spark-worker-1,0.09%,306MiB / 10GiB,2.99%,713kB / 386kB,0B / 0B,36
20250621_184932,a255b20ab36b,spark-worker-3,0.11%,297.7MiB / 10GiB,2.91%,875kB / 849kB,0B / 0B,36
20250621_184932,b876057eb262,spark-master,0.08%,380.9MiB / 4GiB,9.30%,1.9MB / 2.86MB,0B / 0B,38
20250621_184939,89b8dcbf9be3,spark-worker-4,0.05%,276.5MiB / 10GiB,2.70%,767kB / 594kB,0B / 0B,36
20250621_184939,e89cbf4842ec,spark-worker-5,0.05%,302.5MiB / 10GiB,2.95%,665kB / 479kB,0B / 0B,36
20250621_184939,a1bc8825008f,spark-worker-2,0.05%,307.4MiB / 10GiB,3.00%,749kB / 491kB,0B / 0B,36
20250621_184939,7565f13518b7,spark-worker-1,0.06%,305.8MiB / 10GiB,2.99%,713kB / 387kB,0B / 0B,36
20250621_184939,a255b20ab36b,spark-worker-3,0.06%,297.7MiB / 10GiB,2.91%,875kB / 850kB,0B / 0B,36
20250621_184939,b876057eb262,spark-master,0.05%,380.9MiB / 4GiB,9.30%,1.91MB / 2.86MB,0B / 0B,38
20250621_184947,89b8dcbf9be3,spark-worker-4,0.05%,276.5MiB / 10GiB,2.70%,767kB / 594kB,0B / 0B,36
20250621_184947,e89cbf4842ec,spark-worker-5,0.06%,302.5MiB / 10GiB,2.95%,665kB / 479kB,0B / 0B,36
20250621_184947,a1bc8825008f,spark-worker-2,0.06%,307.4MiB / 10GiB,3.00%,749kB / 491kB,0B / 0B,36
20250621_184947,7565f13518b7,spark-worker-1,0.07%,305.8MiB / 10GiB,2.99%,713kB / 388kB,0B / 0B,36
20250621_184947,a255b20ab36b,spark-worker-3,0.06%,297.7MiB / 10GiB,2.91%,875kB / 850kB,0B / 0B,36
20250621_184947,b876057eb262,spark-master,0.06%,380.9MiB / 4GiB,9.30%,1.91MB / 2.86MB,0B / 0B,38
20250621_184954,89b8dcbf9be3,spark-worker-4,0.05%,276.6MiB / 10GiB,2.70%,767kB / 595kB,0B / 0B,36
20250621_184954,e89cbf4842ec,spark-worker-5,0.11%,302.3MiB / 10GiB,2.95%,665kB / 480kB,0B / 0B,36
20250621_184954,a1bc8825008f,spark-worker-2,0.05%,307.4MiB / 10GiB,3.00%,749kB / 492kB,0B / 0B,36
20250621_184954,7565f13518b7,spark-worker-1,0.05%,305.8MiB / 10GiB,2.99%,713kB / 389kB,0B / 0B,36
20250621_184954,a255b20ab36b,spark-worker-3,0.06%,297.7MiB / 10GiB,2.91%,875kB / 851kB,0B / 0B,36
20250621_184954,b876057eb262,spark-master,0.06%,381MiB / 4GiB,9.30%,1.92MB / 2.86MB,0B / 0B,38
20250621_185002,89b8dcbf9be3,spark-worker-4,0.06%,276.6MiB / 10GiB,2.70%,767kB / 595kB,0B / 0B,36
20250621_185002,e89cbf4842ec,spark-worker-5,0.07%,302.3MiB / 10GiB,2.95%,665kB / 480kB,0B / 0B,36
20250621_185002,a1bc8825008f,spark-worker-2,0.06%,307.4MiB / 10GiB,3.00%,749kB / 492kB,0B / 0B,36
20250621_185002,7565f13518b7,spark-worker-1,0.07%,305.8MiB / 10GiB,2.99%,713kB / 389kB,0B / 0B,36
20250621_185002,a255b20ab36b,spark-worker-3,0.06%,297.7MiB / 10GiB,2.91%,875kB / 851kB,0B / 0B,36
20250621_185002,b876057eb262,spark-master,0.05%,381MiB / 4GiB,9.30%,1.92MB / 2.86MB,0B / 0B,38
20250621_185009,89b8dcbf9be3,spark-worker-4,0.09%,276.6MiB / 10GiB,2.70%,767kB / 596kB,0B / 0B,36
20250621_185009,e89cbf4842ec,spark-worker-5,0.08%,302.3MiB / 10GiB,2.95%,665kB / 482kB,0B / 0B,36
20250621_185009,a1bc8825008f,spark-worker-2,0.07%,307.4MiB / 10GiB,3.00%,749kB / 493kB,0B / 0B,36
20250621_185009,7565f13518b7,spark-worker-1,0.08%,305.8MiB / 10GiB,2.99%,713kB / 390kB,0B / 0B,36
20250621_185009,a255b20ab36b,spark-worker-3,0.07%,297.7MiB / 10GiB,2.91%,875kB / 853kB,0B / 0B,36
20250621_185009,b876057eb262,spark-master,0.06%,381MiB / 4GiB,9.30%,1.92MB / 2.86MB,0B / 0B,38
20250621_185017,89b8dcbf9be3,spark-worker-4,0.05%,276.6MiB / 10GiB,2.70%,767kB / 596kB,0B / 0B,36
20250621_185017,e89cbf4842ec,spark-worker-5,0.06%,302.3MiB / 10GiB,2.95%,665kB / 482kB,0B / 0B,36
20250621_185017,a1bc8825008f,spark-worker-2,0.06%,307.4MiB / 10GiB,3.00%,749kB / 493kB,0B / 0B,36
20250621_185017,7565f13518b7,spark-worker-1,0.07%,305.8MiB / 10GiB,2.99%,713kB / 390kB,0B / 0B,36
20250621_185017,a255b20ab36b,spark-worker-3,0.05%,297.7MiB / 10GiB,2.91%,875kB / 853kB,0B / 0B,36
20250621_185017,b876057eb262,spark-master,0.06%,381MiB / 4GiB,9.30%,1.92MB / 2.86MB,0B / 0B,38
20250621_185024,89b8dcbf9be3,spark-worker-4,0.05%,276.6MiB / 10GiB,2.70%,767kB / 597kB,0B / 0B,36
20250621_185024,e89cbf4842ec,spark-worker-5,0.06%,302.3MiB / 10GiB,2.95%,665kB / 483kB,0B / 0B,36
20250621_185024,a1bc8825008f,spark-worker-2,0.06%,307.4MiB / 10GiB,3.00%,749kB / 495kB,0B / 0B,36
20250621_185024,7565f13518b7,spark-worker-1,0.05%,305.8MiB / 10GiB,2.99%,713kB / 391kB,0B / 0B,36
20250621_185024,a255b20ab36b,spark-worker-3,0.06%,297.7MiB / 10GiB,2.91%,875kB / 854kB,0B / 0B,36
20250621_185024,b876057eb262,spark-master,0.07%,381MiB / 4GiB,9.30%,1.93MB / 2.86MB,0B / 0B,38
20250621_185032,89b8dcbf9be3,spark-worker-4,0.08%,276.6MiB / 10GiB,2.70%,767kB / 597kB,0B / 0B,36
20250621_185032,e89cbf4842ec,spark-worker-5,0.10%,302.3MiB / 10GiB,2.95%,665kB / 483kB,0B / 0B,36
20250621_185032,a1bc8825008f,spark-worker-2,0.09%,307.4MiB / 10GiB,3.00%,749kB / 495kB,0B / 0B,36
20250621_185032,7565f13518b7,spark-worker-1,0.10%,305.8MiB / 10GiB,2.99%,713kB / 391kB,0B / 0B,36
20250621_185032,a255b20ab36b,spark-worker-3,0.08%,297.7MiB / 10GiB,2.91%,875kB / 854kB,0B / 0B,36
20250621_185032,b876057eb262,spark-master,0.09%,381MiB / 4GiB,9.30%,1.93MB / 2.86MB,0B / 0B,38
20250621_185039,89b8dcbf9be3,spark-worker-4,0.05%,276.6MiB / 10GiB,2.70%,767kB / 599kB,0B / 0B,36
20250621_185039,e89cbf4842ec,spark-worker-5,0.05%,302.3MiB / 10GiB,2.95%,665kB / 484kB,0B / 0B,36
20250621_185039,a1bc8825008f,spark-worker-2,0.06%,307.4MiB / 10GiB,3.00%,749kB / 496kB,0B / 0B,36
20250621_185039,7565f13518b7,spark-worker-1,0.06%,305.8MiB / 10GiB,2.99%,713kB / 393kB,0B / 0B,36
20250621_185039,a255b20ab36b,spark-worker-3,0.06%,297.7MiB / 10GiB,2.91%,875kB / 855kB,0B / 0B,36
20250621_185039,b876057eb262,spark-master,0.06%,381MiB / 4GiB,9.30%,1.94MB / 2.86MB,0B / 0B,38
20250621_185047,89b8dcbf9be3,spark-worker-4,0.07%,276.6MiB / 10GiB,2.70%,767kB / 599kB,0B / 0B,36
20250621_185047,e89cbf4842ec,spark-worker-5,0.06%,302.3MiB / 10GiB,2.95%,665kB / 484kB,0B / 0B,36
20250621_185047,a1bc8825008f,spark-worker-2,0.07%,307.4MiB / 10GiB,3.00%,749kB / 496kB,0B / 0B,36
20250621_185047,7565f13518b7,spark-worker-1,0.07%,305.8MiB / 10GiB,2.99%,713kB / 393kB,0B / 0B,36
20250621_185047,a255b20ab36b,spark-worker-3,0.06%,297.7MiB / 10GiB,2.91%,875kB / 855kB,0B / 0B,36
20250621_185047,b876057eb262,spark-master,0.05%,381MiB / 4GiB,9.30%,1.94MB / 2.86MB,0B / 0B,38
20250621_185054,89b8dcbf9be3,spark-worker-4,0.06%,276.6MiB / 10GiB,2.70%,767kB / 600kB,0B / 0B,36
20250621_185054,e89cbf4842ec,spark-worker-5,0.05%,302.3MiB / 10GiB,2.95%,665kB / 485kB,0B / 0B,36
20250621_185054,a1bc8825008f,spark-worker-2,0.06%,307.4MiB / 10GiB,3.00%,749kB / 497kB,0B / 0B,36
20250621_185054,7565f13518b7,spark-worker-1,0.06%,305.8MiB / 10GiB,2.99%,713kB / 394kB,0B / 0B,36
20250621_185054,a255b20ab36b,spark-worker-3,0.06%,297.7MiB / 10GiB,2.91%,875kB / 857kB,0B / 0B,36
20250621_185054,b876057eb262,spark-master,0.06%,381MiB / 4GiB,9.30%,1.94MB / 2.87MB,0B / 0B,38
20250621_185102,89b8dcbf9be3,spark-worker-4,0.05%,276.6MiB / 10GiB,2.70%,767kB / 600kB,0B / 0B,36
20250621_185102,e89cbf4842ec,spark-worker-5,0.06%,302.3MiB / 10GiB,2.95%,665kB / 485kB,0B / 0B,36
20250621_185102,a1bc8825008f,spark-worker-2,0.05%,307.4MiB / 10GiB,3.00%,749kB / 497kB,0B / 0B,36
20250621_185102,7565f13518b7,spark-worker-1,0.06%,305.8MiB / 10GiB,2.99%,713kB / 394kB,0B / 0B,36
20250621_185102,a255b20ab36b,spark-worker-3,0.06%,297.7MiB / 10GiB,2.91%,875kB / 857kB,0B / 0B,36
20250621_185102,b876057eb262,spark-master,0.06%,381MiB / 4GiB,9.30%,1.94MB / 2.87MB,0B / 0B,38
20250621_185109,89b8dcbf9be3,spark-worker-4,0.08%,276.6MiB / 10GiB,2.70%,767kB / 601kB,0B / 0B,36
20250621_185109,e89cbf4842ec,spark-worker-5,0.08%,302.3MiB / 10GiB,2.95%,665kB / 487kB,0B / 0B,36
20250621_185109,a1bc8825008f,spark-worker-2,0.09%,307.3MiB / 10GiB,3.00%,749kB / 498kB,0B / 0B,36
20250621_185109,7565f13518b7,spark-worker-1,0.09%,305.8MiB / 10GiB,2.99%,713kB / 395kB,0B / 0B,36
20250621_185109,a255b20ab36b,spark-worker-3,0.08%,297.9MiB / 10GiB,2.91%,876kB / 858kB,0B / 0B,36
20250621_185109,b876057eb262,spark-master,0.10%,381MiB / 4GiB,9.30%,1.95MB / 2.87MB,0B / 0B,38
20250621_185117,89b8dcbf9be3,spark-worker-4,0.08%,276.6MiB / 10GiB,2.70%,767kB / 601kB,0B / 0B,36
20250621_185117,e89cbf4842ec,spark-worker-5,0.08%,302.3MiB / 10GiB,2.95%,665kB / 487kB,0B / 0B,36
20250621_185117,a1bc8825008f,spark-worker-2,0.10%,307.3MiB / 10GiB,3.00%,749kB / 498kB,0B / 0B,36
20250621_185117,7565f13518b7,spark-worker-1,0.10%,305.8MiB / 10GiB,2.99%,713kB / 395kB,0B / 0B,36
20250621_185117,a255b20ab36b,spark-worker-3,0.11%,297.9MiB / 10GiB,2.91%,876kB / 858kB,0B / 0B,36
